taxon,lineage,conflict,pangolin_version,pangoLEARN_version,pango_version,status,note
CoV174463,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174464,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174465,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174467,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174468,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174470,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174472,B.1.351,0,2.4.2,2021-05-19,v1.2.6,passed_qc,9/9 B.1.351 SNPs (0 ref and 0 other)
CoV174475,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
CoV174481,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174482,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174483,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174484,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174485,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174486,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174490,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV174491,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV176296,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV176303,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV176490,B.1.351,0,2.4.2,2021-05-19,v1.2.6,passed_qc,9/9 B.1.351 SNPs (0 ref and 0 other)
CoV176535,B.1.351,0,2.4.2,2021-05-19,v1.2.6,passed_qc,9/9 B.1.351 SNPs (0 ref and 0 other)
CoV183304-2021_S75,B.1.620,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
CoV184216-2021_S76,B.1.351,0,2.4.2,2021-05-19,v1.2.6,passed_qc,9/9 B.1.351 SNPs (0 ref and 0 other)
CoV184967-2021_S34,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184968-2021_S35,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184969-2021_S36,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184971-2021_S37,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184972-2021_S38,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184974-2021_S39,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184975-2021_S40,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184977-2021_S41,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184983-2021_S42,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184986-2021_S43,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184989-2021_S44,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184990-2021_S45,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184992-2021_S46,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184994-2021_S47,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184996-2021_S49,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV184997-2021_S50,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185000-2021_S51,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185001-2021_S52,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185005-2021_S53,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185008-2021_S54,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185010-2021_S55,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185011-2021_S56,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185012-2021_S57,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185040-2021_S58,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185044-2021_S60,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185045-2021_S61,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185047-2021_S62,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185048-2021_S63,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185050-2021_S64,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185053-2021_S65,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185063-2021_S66,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185064-2021_S67,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
CoV185070-2021_S68,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185071-2021_S69,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185073-2021_S70,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185349-2021_S71,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV185351-2021_S72,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV205697,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV205703,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV205718,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV209282,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV209308,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
CoV209833,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
EX18033,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
EX19532,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
EX19606,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD72164,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD72198,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD72202,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD72331,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
HD72451,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD72489,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD72813,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD72934,B.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
HD72935,B.1.617.2,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
HD73074,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD73185,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
HD73196,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30N-1809,B.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1810,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1811,B.1.1.39,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1812,B.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1813,B.1.221,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1814,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1815,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30N-1816,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1817,B.1.221,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1818,B.1.177,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1819,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30N-1820,P.2,0,2.4.2,2021-05-19,v1.2.6,passed_qc,5/5 P.2 (B.1.1.28.2) SNPs (0 ref and 0 other)
IMG30N-1821,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1822,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1823,B.1.1.243,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1824,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-1825,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30N-2619,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30N-2620,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30N-2621,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30N-2622,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30N-4164,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30N-4165,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30N-4166,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1232,B.1.221,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1233,B.1.416.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1234,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1235,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1236,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1237,B.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1238,B.1.221,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1239,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1240,B.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1241,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1242,B.1.177,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1243,B.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1244,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1245,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1246,B.1.221,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1247,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1260,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1261,B.1.160,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1262,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1263,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1264,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1265,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1266,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1267,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1268,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1269,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1292,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1457,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1458,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1459,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1460,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1461,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_1462,B.1.160,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1463,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1464,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1465,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1466,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1596,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1597,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1598,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1599,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1600,B.1.160,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1601,B.1.160,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1602,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1603,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1604,C.35,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1605,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1606,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1608,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1609,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1610,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1612,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1613,B.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1614,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1615,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_1618,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1619,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1620,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1621,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1622,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1623,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_1624,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1625,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_1754,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_2590,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2591,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_2592,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_2593,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_2594,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2595,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_2596,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2597,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2598,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2599,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2600,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_2601,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2602,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2603,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2604,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_2605,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2606,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2607,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2608,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,15/17 B.1.1.7 SNPs (2 ref and 0 other)
IMG30S_2609,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2610,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,16/17 B.1.1.7 SNPs (1 ref and 0 other)
IMG30S_2611,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2613,B.1.1,0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_2614,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_2615,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_2651,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2652,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2653,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2655,B.1.1,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_2656,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2684,B.1.258,0.0,2.4.2,2021-05-19,v1.2.6,passed_qc,
IMG30S_2706,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2707,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2708,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2709,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2710,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2711,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2712,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2713,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2714,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2715,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2716,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
IMG30S_2717,B.1.1.7,0,2.4.2,2021-05-19,v1.2.6,passed_qc,17/17 B.1.1.7 SNPs (0 ref and 0 other)
